sample_id,shard_file,offset,severity,noise_target,snr_target,bandwidth_target,bit_target,method,pesq,stoi,estoi,si_sdr,lsd,hf_lsd,delta_stoi_vs_base,delta_estoi_vs_base,delta_si_sdr_vs_base,delta_lsd_vs_base,delta_hf_lsd_vs_base
adaptive_shard_00000.pt:3,adaptive_shard_00000.pt,3,heavy,1.0,8.907058715820312,2,3,base,nan,0.7669511784096192,0.6212662700760745,14.987506080591606,15.342086791992188,16.746715545654297,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00000.pt:3,adaptive_shard_00000.pt,3,heavy,1.0,8.907058715820312,2,3,v1_s0p75,nan,0.7667819803110957,0.6213304096314622,15.042287294452388,15.090937614440918,16.786861419677734,-0.00016919809852355971,6.41395553877544e-05,0.05478121386078172,-0.25114917755126953,0.0401458740234375
adaptive_shard_00000.pt:4,adaptive_shard_00000.pt,4,clean,0.0,0.0,0,0,degraded,nan,0.9999999999724132,0.9999999999719134,102.66632695542575,4.646698951721191,4.646757125854492,0.05265596363763947,0.07001212113379918,74.90875864706034,-5.578647613525391,-6.158243179321289
adaptive_shard_00000.pt:4,adaptive_shard_00000.pt,4,clean,0.0,0.0,0,0,base,nan,0.9473440363347737,0.9299878788381142,27.757568308365407,10.225346565246582,10.805000305175781,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00000.pt:4,adaptive_shard_00000.pt,4,clean,0.0,0.0,0,0,v1_s0p75,nan,0.9460783672041757,0.9172243832776715,27.296153199086962,6.092545986175537,4.902410507202148,-0.0012656691305980017,-0.01276349556044265,-0.46141510927844465,-4.132800579071045,-5.902589797973633
adaptive_shard_00000.pt:5,adaptive_shard_00000.pt,5,light,0.0,0.0,1,2,degraded,nan,0.8929689592715534,0.8661409553621017,28.11607949058335,13.686803817749023,16.085872650146484,0.02956291671771294,0.02674825707684514,3.2258490979931516,-0.22263145446777344,0.5641841888427734
adaptive_shard_00000.pt:5,adaptive_shard_00000.pt,5,light,0.0,0.0,1,2,base,nan,0.8634060425538405,0.8393926982852565,24.890230392590198,13.909435272216797,15.521688461303711,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00000.pt:5,adaptive_shard_00000.pt,5,light,0.0,0.0,1,2,v1_s0p75,nan,0.8606851337672652,0.8323497950516693,24.875032206766704,11.070802688598633,11.269966125488281,-0.0027209087865752712,-0.00704290323358725,-0.015198185823493304,-2.838632583618164,-4.25172233581543
adaptive_shard_00000.pt:6,adaptive_shard_00000.pt,6,medium,1.0,24.849552154541016,2,2,degraded,nan,0.8094519792267433,0.7567317613234892,19.306895390587396,25.99667739868164,30.59491539001465,0.054885149273808165,-0.0005321943335087065,-0.4942708042895312,12.260235786437988,14.855927467346191
adaptive_shard_00000.pt:6,adaptive_shard_00000.pt,6,medium,1.0,24.849552154541016,2,2,base,nan,0.7545668299529351,0.7572639556569979,19.801166194876927,13.736441612243652,15.738987922668457,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00000.pt:6,adaptive_shard_00000.pt,6,medium,1.0,24.849552154541016,2,2,v1_s0p75,nan,0.7532618112908553,0.752112111882727,19.918109832046916,14.24349594116211,15.772821426391602,-0.001305018662079771,-0.0051518437742709144,0.11694363716998879,0.507054328918457,0.03383350372314453
adaptive_shard_00000.pt:7,adaptive_shard_00000.pt,7,heavy,1.0,5.447199821472168,2,3,degraded,nan,0.6664131056912727,0.44778523221729516,5.2656931146481964,41.42466735839844,47.182987213134766,-0.045939641135063214,-0.16936417473355747,-9.855652237959994,27.997809410095215,32.76944828033447
